,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,Karachi,20,PK,1552704900,35,24.87,67.03,71.6,9.17
276,Zhigansk,24,RU,1552708287,62,66.77,123.37,0.51,3.18
277,Ishim,80,RU,1552708171,88,56.11,69.47,20.49,19.51
278,Mount Gambier,12,AU,1552705200,41,-37.83,140.78,77.0,6.93
279,Slave Lake,1,CA,1552705200,62,55.28,-114.77,32.0,3.36
280,Petropavlovsk-Kamchatskiy,76,RU,1552705200,42,53.05,158.65,28.4,6.71
281,Casas Grandes,80,MX,1552708294,57,30.15,-110.24,55.68,2.17
282,Vardo,1,US,1552708158,50,39.62,-77.74,57.2,8.05
283,Kisangani,48,CD,1552708296,100,0.52,25.21,69.27,3.96
284,Pisco,75,PE,1552705200,83,-13.71,-76.2,71.6,11.41
285,Porto Belo,40,BR,1552708226,83,-27.15,-48.54,80.01,4.7
286,Nikki,0,BJ,1552708300,79,9.94,3.21,69.27,8.43
287,Svetlogorsk,0,RU,1552705200,85,53.14,59.15,10.4,2.24
288,Labytnangi,68,RU,1552708302,65,66.66,66.39,2.94,4.29
289,Astana,40,KZ,1552705200,92,51.13,71.43,14.0,13.42
290,Burnie,0,AU,1552708264,52,-41.05,145.91,75.0,13.0
291,Nelson Bay,90,AU,1552708241,94,-32.72,152.14,72.0,8.05
292,Klaksvik,24,FO,1552706400,98,62.23,-6.59,35.6,6.93
293,Hualmay,12,PE,1552708309,91,-11.1,-77.61,68.28,4.63
294,Caravelas,32,BR,1552708310,100,-17.73,-39.27,83.58,14.7
295,Moshny,8,UA,1552708311,85,49.52,31.74,31.38,11.9
296,Ahipara,68,NZ,1552708312,69,-35.17,173.16,76.38,7.2
297,Bayan,0,MN,1552708313,30,47.25,107.54,43.08,6.2
298,Madras,1,US,1552708242,64,44.63,-121.13,39.99,3.74
299,Kirakira,8,SB,1552708316,100,-10.46,161.92,84.84,5.97
300,Quatre Cocos,40,MU,1552708143,88,-20.21,57.76,78.01,4.7
301,Lorengau,68,PG,1552708318,97,-2.02,147.27,83.22,11.23
302,Naze,44,NG,1552708319,93,5.43,7.07,74.58,4.63
303,Marsh Harbour,0,BS,1552708321,100,26.54,-77.06,72.87,10.33
304,Cairns,44,AU,1552708220,62,-16.92,145.77,90.0,9.17
305,Cap Malheureux,40,MU,1552708143,88,-19.98,57.61,78.01,4.7
306,Bend,1,US,1552708146,64,44.06,-121.32,39.99,2.73
307,Kupang,90,ID,1552705200,78,-10.16,123.6,82.4,9.17
308,Nargana,88,PA,1552708327,100,9.44,-78.59,79.53,16.6
309,Pangkalanbuun,76,ID,1552708328,87,-2.68,111.62,82.86,6.53
310,Portland,75,US,1552708162,78,45.52,-122.67,54.0,12.75
311,Necochea,88,AR,1552708090,86,-38.55,-58.74,68.0,3.0
312,Zamora,8,ES,1552707799,80,41.51,-5.74,42.01,2.28
313,Abu Dhabi,0,AE,1552705200,68,24.47,54.37,69.8,11.41
314,Rocha,92,UY,1552708334,87,-34.48,-54.34,68.28,9.33
315,Wilmington,0,US,1552708115,41,39.75,-75.55,60.01,12.75
316,Iznik,75,TR,1552706400,100,40.43,29.72,36.0,1.12
317,Lata,0,IN,1552708338,65,30.78,78.62,41.01,2.17
318,Manacapuru,40,BR,1552705200,94,-3.3,-60.62,73.4,2.24
319,Calatayud,0,ES,1552707979,50,41.35,-1.64,51.8,4.7
320,Shar,48,NG,1552708342,89,7.3,8.73,74.58,7.43
321,Luderitz,64,NA,1552708343,96,-26.65,15.16,59.73,7.76
322,Snyder,1,US,1552708204,45,32.72,-100.92,45.0,6.93
323,Port Hardy,90,CA,1552705200,75,50.7,-127.42,46.4,14.99
324,Calella,0,ES,1552708297,100,41.62,2.67,55.0,0.6
325,Sylacauga,1,US,1552708277,76,33.17,-86.25,54.0,5.82
326,Sola,90,NO,1552708204,86,58.89,5.65,42.01,10.29
327,Conde,20,BR,1552708191,96,-11.81,-37.61,79.08,7.43
328,Morondava,32,MG,1552708351,100,-20.3,44.28,79.17,2.39
329,Saint-Georges,32,CA,1552707988,81,46.12,-70.67,41.0,10.0
330,Mandera,0,ET,1552707935,18,3.94,41.86,69.01,1.99
331,Linxia,32,CN,1552708074,54,35.6,103.21,39.21,3.62
332,Anahuac,1,US,1552708316,47,29.77,-94.68,59.0,4.63
333,Malya,0,TZ,1552708357,79,-2.98,33.52,63.42,7.31
334,Kushiro,75,JP,1552705200,90,43.11,144.15,32.0,5.82
335,Tres Picos,36,MX,1552708360,63,16.23,-93.58,77.01,6.53
336,Pingliang,0,CN,1552707991,40,35.54,106.68,46.0,3.96
337,Lasem,20,ID,1552703400,74,-6.99,112.52,84.2,3.36
338,Kushima,20,JP,1552707788,28,31.5,131.29,59.0,10.29
339,Paamiut,24,GL,1552708365,100,61.99,-49.67,21.84,4.18
340,Vila Velha,68,BR,1552708093,95,-3.71,-38.6,73.99,1.01
341,Krasnoarmeysk,90,RU,1552707629,86,56.12,38.15,28.99,11.18
342,Kibala,56,TD,1552705200,23,9.11,18.35,84.2,6.98
343,Tarauaca,56,BR,1552708077,93,-8.16,-70.77,75.84,2.51
344,Verkhnyaya Inta,8,RU,1552708371,60,65.99,60.32,1.32,3.62
345,Odesskoye,48,RU,1552708372,86,54.21,72.97,21.21,17.83
346,Waingapu,80,ID,1552708373,93,-9.65,120.26,79.26,4.74
347,Fort Nelson,40,CA,1552705200,34,58.81,-122.69,35.6,2.51
348,Motegi,75,JP,1552708177,34,36.52,140.19,54.0,11.41
349,Vanimo,12,PG,1552708377,98,-2.67,141.3,82.68,14.03
350,Ridgecrest,1,US,1552708271,20,35.62,-117.67,55.4,3.96
351,Kangaatsiaq,44,GL,1552708379,100,68.31,-53.46,4.92,0.94
352,Santa Lucia,0,IT,1552708381,77,39.93,9.66,52.89,11.79
353,Shitanjing,0,CN,1552708382,14,39.23,106.34,50.64,3.29
354,Labuhan,88,ID,1552708383,87,-2.54,115.51,78.54,2.95
355,Upington,0,ZA,1552705200,44,-28.46,21.24,78.8,1.12
356,Morwa,0,IN,1552708386,31,22.9,73.84,70.53,12.8
357,Chufarovo,92,RU,1552708387,92,54.09,47.33,21.57,9.22
358,Namibe,36,AO,1552708388,99,-15.19,12.15,79.26,5.97
359,Arona,8,IT,1552708384,57,45.76,8.56,53.01,8.05
360,Hambantota,0,LK,1552705800,74,6.12,81.12,84.2,8.05
361,Kattivakkam,40,IN,1552707222,70,13.22,80.32,84.2,2.24
362,Talnakh,44,RU,1552708393,91,69.49,88.39,0.78,4.07
363,Batesville,1,US,1552707973,33,35.77,-91.64,46.4,3.36
364,Berlevag,80,NO,1552708395,100,70.86,29.09,28.41,6.53
365,Kiruna,20,SE,1552704600,92,67.86,20.23,17.6,2.24
366,Russell,0,AR,1552705200,68,-33.01,-68.8,64.4,3.36
367,Honolulu,40,US,1552708391,61,21.3,-157.86,78.8,13.87
368,Gizo,40,IL,1552708396,76,31.8,34.94,55.4,10.29
369,Laguna,0,MX,1552708391,43,27.52,-110.01,63.24,2.95
370,Dinar,75,TR,1552706400,80,38.07,30.16,39.2,12.75
371,Ancud,0,CL,1552705200,82,-41.87,-73.83,55.4,5.82
372,Shimoda,75,JP,1552708211,66,34.7,138.93,61.0,3.36
373,Terrace,75,CA,1552707102,93,54.52,-128.61,37.4,1.72
374,La Tuque,88,CA,1552708408,97,47.44,-72.79,36.96,6.42
375,Fortuna,0,ES,1552708359,61,38.18,-1.13,52.0,4.7
376,Coihaique,0,CL,1552705200,81,-45.58,-72.07,46.4,1.12
377,Edson,1,CA,1552705200,40,53.59,-116.44,33.8,4.29
378,Ambanja,75,MG,1552705200,100,-13.68,48.45,75.2,2.24
379,Natal,40,BR,1552705200,88,-5.81,-35.21,78.8,3.36
380,Moron,80,VE,1552708415,93,10.49,-68.2,67.92,3.06
381,Pathein,0,MM,1552708416,68,16.78,94.73,85.74,7.43
382,Manono,32,CD,1552708417,94,-7.3,27.4,68.64,1.95
383,Carutapera,80,BR,1552708418,91,-1.2,-46.02,79.26,6.31
384,Khuzdar,92,PK,1552708420,84,27.8,66.62,48.39,3.06
385,Margate,20,AU,1552708395,52,-43.03,147.26,73.0,12.75
386,Lyuban,92,BY,1552708425,96,52.8,28.0,38.58,14.81
387,Opuwo,20,NA,1552708426,91,-18.06,13.84,58.11,2.95
388,Bosaso,0,SO,1552708428,100,11.28,49.18,77.46,5.3
389,Baiyin,0,CN,1552705200,22,36.55,104.13,46.4,4.47
390,Comodoro Rivadavia,75,AR,1552705200,93,-45.87,-67.48,59.0,1.12
391,Sosnovo-Ozerskoye,0,RU,1552708431,73,52.53,111.54,29.49,8.99
392,Daru,24,SL,1552708432,72,7.99,-10.85,78.09,7.43
393,San Patricio,100,PY,1552708434,89,-26.98,-56.83,72.87,4.74
394,Raduzhnyy,88,RU,1552708435,98,62.1,77.47,31.38,5.19
395,Noyabrsk,88,RU,1552708303,96,63.2,75.45,17.16,19.39
396,Shingu,75,JP,1552705200,61,33.72,135.99,48.2,21.92
397,Tessalit,36,ML,1552708438,21,20.2,1.01,59.28,5.19
398,Elk City,1,US,1552708154,48,35.41,-99.4,42.8,3.36
399,Timizart,0,DZ,1552708130,27,36.8,4.25,61.0,1.01
400,Eureka,75,US,1552708260,100,40.8,-124.16,48.99,4.7
401,Merauke,68,ID,1552708443,97,-8.49,140.4,83.04,13.8
402,Shubarkuduk,36,KZ,1552708445,80,49.15,56.49,20.58,13.02
403,Chunoyar,0,RU,1552708446,60,57.45,97.32,40.29,3.96
404,Oskaloosa,1,US,1552708440,68,39.22,-95.31,42.01,3.36
405,Coahuayana,0,MX,1552708448,62,18.62,-100.35,67.2,2.06
406,Urengoy,12,RU,1552708449,70,65.96,78.37,1.41,11.01
407,Saint Anthony,1,US,1552708401,63,43.97,-111.68,32.0,4.7
408,Fort Frances,90,CA,1552707917,68,48.61,-93.4,24.8,9.17
409,Saint-Francois,90,FR,1552708001,81,46.42,3.91,48.2,3.36
410,Tocopilla,8,CL,1552708454,100,-22.09,-70.2,61.08,1.39
411,Aksay,75,RU,1552708240,93,47.27,39.86,39.0,13.42
412,Sharan,88,AF,1552708457,71,33.15,68.78,18.33,2.73
413,Kandrian,80,PG,1552708458,88,-6.21,149.55,80.16,7.54
414,Kiunga,56,PG,1552708459,80,-6.12,141.3,82.32,2.84
415,Xingyi,0,CN,1552708460,49,24.19,102.82,70.98,10.11
416,Bathsheba,75,BB,1552705200,78,13.22,-59.52,78.8,13.87
417,Ponta Delgada,40,PT,1552708233,77,37.73,-25.67,59.0,9.17
418,Nzerekore,0,GN,1552708464,69,7.76,-8.82,76.29,6.87
419,Kodinar,0,IN,1552708272,38,20.79,70.7,68.82,11.01
420,Talaya,75,RU,1552708218,98,55.79,84.89,33.8,13.42
421,Kaeo,24,NZ,1552707487,76,-35.1,173.78,73.0,5.99
422,Port Lincoln,0,AU,1552708469,73,-34.72,135.86,73.68,11.68
423,Nortelandia,0,BR,1552708470,86,-14.45,-56.8,76.74,2.62
424,Phalaborwa,92,ZA,1552705200,83,-23.95,31.14,71.6,4.7
425,Kysyl-Syr,12,RU,1552708472,64,63.9,122.77,5.91,3.74
426,Skibbereen,90,IE,1552705200,87,51.55,-9.27,50.0,31.09
427,Grindavik,75,IS,1552707996,100,63.84,-22.43,34.0,5.82
428,Malanje,80,AO,1552708476,96,-9.54,16.35,69.27,2.95
429,Nanakuli,90,US,1552707981,60,21.39,-158.15,78.8,6.93
430,Longyearbyen,20,NO,1552704600,70,78.22,15.63,-0.41,18.34
431,Kantemirovka,92,RU,1552708479,95,49.7,39.85,33.54,11.45
432,Tera,75,CY,1552707924,81,34.97,32.42,53.6,3.36
433,Kusa,0,RU,1552708482,84,55.34,59.45,13.02,6.98
434,Belmonte,8,PT,1552707911,89,40.36,-7.35,34.0,2.17
435,Haines Junction,44,CA,1552708475,89,60.75,-137.51,23.46,3.18
436,Kruisfontein,88,ZA,1552708435,87,-34.0,24.73,68.01,14.58
437,Colares,0,PT,1552708238,81,38.8,-9.45,57.0,2.24
438,Oistins,75,BB,1552705200,78,13.07,-59.53,78.8,13.87
439,Wanning,75,AT,1552708485,76,48.64,13.53,52.0,25.28
440,Luwuk,8,ID,1552708490,67,-0.95,122.79,89.16,4.41
441,Yarada,20,IN,1552705200,78,17.65,83.27,82.4,5.82
442,Alugan,68,PH,1552708493,85,12.22,125.48,81.51,12.68
443,Matara,44,PE,1552708494,70,-13.74,-72.9,47.94,2.17
444,Te Anau,0,NZ,1552708495,60,-45.41,167.72,65.13,3.51
445,Marfino,90,RU,1552708416,86,56.07,37.56,28.99,11.18
446,Cedral,92,MX,1552708498,81,23.82,-100.72,54.42,11.68
447,Naron,90,ES,1552708272,100,43.52,-8.15,50.0,3.36
448,Aktau,0,KZ,1552705200,36,43.65,51.16,44.6,17.9
449,Tamiahua,92,MX,1552708501,100,21.28,-97.45,63.24,26.89
450,Eydhafushi,12,MV,1552708502,99,5.1,73.07,83.67,7.65
451,Richards Bay,56,ZA,1552708431,100,-28.77,32.06,68.91,3.96
452,Chicama,75,PE,1552705200,83,-7.84,-79.15,71.6,9.17
453,Redmond,1,US,1552708442,66,47.67,-122.12,50.0,5.82
454,Mau,0,IN,1552708507,89,25.94,83.57,69.63,5.64
455,Edd,80,ER,1552708508,91,13.93,41.69,73.32,3.96
456,Nguruka,64,TZ,1552708509,100,-5.11,31.04,65.04,3.62
457,High Level,5,CA,1552705200,37,58.52,-117.13,37.4,4.7
458,Roebourne,8,AU,1552708512,20,-20.77,117.15,105.18,13.69
459,Ouegoa,20,NC,1552708513,71,-20.34,164.44,84.03,6.08
460,Maragogi,80,BR,1552708514,91,-9.01,-35.22,78.18,4.97
461,Kargasok,32,RU,1552708515,82,59.06,80.87,27.51,6.42
462,Kendari,68,ID,1552708517,87,-3.99,122.52,81.06,4.52
463,Kachug,8,RU,1552708518,88,53.96,105.89,32.91,3.62
464,Guane,0,CU,1552708519,89,22.2,-84.09,72.24,2.73
465,West Wendover,1,US,1552704960,48,40.74,-114.07,39.2,3.36
466,Dunedin,20,NZ,1552708060,75,-45.87,170.5,60.01,5.99
467,Cam Ranh,20,VN,1552705200,58,11.92,109.15,87.8,13.87
468,Rolla,1,US,1552708260,47,37.95,-91.77,39.99,5.82
469,Sapele,12,NG,1552708525,90,5.89,5.68,76.92,1.16
470,Tadine,88,NC,1552708527,98,-21.55,167.88,79.89,11.12
471,Maryborough,92,AU,1552708528,89,-25.54,152.7,73.95,2.95
472,Tshikapa,12,CD,1552708529,100,-6.42,20.79,69.09,1.61
473,Ndjole,76,GA,1552708530,96,-0.18,10.76,74.31,2.73
474,Banda Aceh,0,ID,1552708531,78,5.56,95.32,84.03,3.85
475,Imbituba,75,BR,1552705200,83,-28.24,-48.67,75.2,3.36
476,Bakchar,64,RU,1552708534,78,57.02,82.07,28.68,8.77
477,Korem,48,ET,1552708535,87,12.51,39.52,51.72,1.95
478,Prince Rupert,90,CA,1552705200,65,54.32,-130.32,44.6,8.05
479,Chabahar,0,IR,1552708537,100,25.29,60.65,69.54,2.84
480,Avera,1,US,1552708537,63,33.19,-82.53,62.6,9.17
481,Lebork,75,PL,1552708456,93,54.54,17.75,37.99,36.91
482,Lindi,36,TZ,1552708541,90,-10.0,39.71,73.59,2.06
483,Banjar,20,ID,1552708542,67,-7.37,108.54,85.02,3.74
484,Swadlincote,75,GB,1552708507,100,52.77,-1.56,51.01,16.11
485,Carros,75,FR,1552708472,87,43.78,7.19,48.99,10.29
486,Beringovskiy,76,RU,1552708546,89,63.05,179.32,3.57,18.05
487,Oktyabrskoye,75,RU,1552708525,85,56.73,85.44,35.01,13.42
488,Batagay,8,RU,1552708549,67,67.65,134.64,-5.43,4.41
489,La Ronge,75,CA,1552705200,83,55.1,-105.3,32.0,8.05
490,Auki,8,NG,1552708551,26,12.18,6.51,72.96,11.45
491,Tezu,92,IN,1552708552,100,27.93,96.16,54.15,1.16
492,Tuatapere,0,NZ,1552708205,73,-46.13,167.69,61.0,11.01
493,Najran,5,SA,1552705200,40,17.54,44.22,68.0,4.74
494,Port Macquarie,90,AU,1552707844,94,-31.43,152.91,72.0,5.82
495,Ketchikan,90,US,1552704960,70,55.34,-131.65,46.4,14.99
496,Agde,0,FR,1552708326,81,43.31,3.47,51.8,5.82
497,Sangar,0,RU,1552708559,52,63.92,127.47,7.26,3.18
498,Winburg,0,ZA,1552708561,84,-28.52,27.01,56.22,2.73
499,Dauphin,1,CA,1552705200,78,51.15,-100.04,12.2,4.7
500,Jiaozuo,0,CN,1552708563,18,35.21,113.25,68.28,3.4
501,Sandwick,92,GB,1552708285,100,54.57,-2.89,42.01,8.05
502,Dakar,0,SN,1552705200,77,14.69,-17.45,68.0,6.93
503,Kizhinga,0,RU,1552708567,56,51.85,109.91,38.85,4.07
504,Piacabucu,88,BR,1552708568,88,-10.41,-36.43,76.56,5.75
505,Manta,8,RO,1552708511,80,45.1,24.1,37.99,4.41
506,Great Yarmouth,92,GB,1552708564,93,52.61,1.73,48.99,5.82
507,Balakhonovskoye,75,RU,1552707963,93,44.78,41.78,35.6,4.47
508,Sulangan,0,PH,1552708573,100,11.14,123.72,79.89,12.35
509,Khalkhal,32,IR,1552708574,74,37.62,48.53,34.26,5.08
510,Atambua,56,ID,1552708575,100,-9.11,124.89,81.96,4.63
511,Obo,20,CF,1552708576,78,5.39,26.49,70.35,2.84
512,Hami,0,CN,1552708450,43,42.84,93.51,50.01,5.41
513,Sur,0,OM,1552708579,100,22.57,59.53,67.92,9.22
514,San Ramon,68,NI,1552708524,86,12.92,-85.84,66.99,1.01
515,Muskogee,1,US,1552708310,80,35.75,-95.37,44.6,4.97
516,Acari,20,BR,1552708583,92,-6.44,-36.64,70.53,6.64
517,Gibara,0,CU,1552704600,83,21.11,-76.13,73.4,8.05
518,Maltahohe,0,NA,1552708585,56,-24.83,16.98,63.06,3.29
519,Kaohsiung,75,TW,1552708506,61,22.62,120.31,77.0,10.29
520,Santa Vitoria do Palmar,8,BR,1552708587,92,-33.52,-53.37,68.82,11.68
521,Bima,92,ID,1552708589,100,-8.45,118.73,78.18,3.18
522,Segou,0,SN,1552708590,69,12.41,-12.29,67.02,0.83
523,Bahia Blanca,80,AR,1552708591,91,-38.72,-62.27,67.92,15.37
524,Seymchan,20,RU,1552708592,71,62.93,152.39,-6.87,1.61
525,Nemuro,75,JP,1552705200,91,43.32,145.57,32.0,8.05
526,Sangre Grande,20,TT,1552708208,88,10.59,-61.13,77.0,10.45
527,Greytown,0,ZA,1552708596,94,-29.06,30.59,61.08,2.06
528,Mount Isa,8,AU,1552705200,13,-20.73,139.49,95.0,16.11
529,Tres Arroyos,92,AR,1552708598,96,-38.38,-60.28,64.05,14.25
530,Atasu,68,KZ,1552708599,77,48.68,71.64,16.53,6.08
531,Hadrut,44,AZ,1552708600,82,39.52,47.03,31.11,2.06
532,Bhuj,0,IN,1552708602,38,23.25,69.67,62.61,11.01
533,Guarapari,20,BR,1552706364,94,-20.67,-40.5,77.0,1.12
534,Vrangel,0,RU,1552708604,94,42.73,133.08,36.24,11.9
535,Poindimie,56,NC,1552708605,100,-20.93,165.33,80.07,8.66
536,Wajir,40,KE,1552705200,78,1.75,40.07,78.8,10.29
537,Bintulu,75,MY,1552705200,74,3.17,113.03,82.4,5.82
538,Horki,90,BY,1552705200,89,54.29,30.98,35.6,13.42
539,Lac du Bonnet,0,CA,1552708544,78,50.25,-96.06,16.0,3.0
540,Along,100,IN,1552708611,95,28.17,94.8,57.12,1.39
541,Kheri,0,IN,1552708613,66,21.85,77.8,70.71,7.87
542,San Antonio,90,CL,1552705200,82,-33.58,-71.61,57.2,3.36
543,Dwarka,20,IN,1552705200,82,28.58,77.04,59.0,6.93
544,Mahajanga,40,MG,1552705200,94,-15.72,46.32,77.0,9.17
545,Jiamusi,0,CN,1552708620,70,46.81,130.37,37.86,5.64
546,Deputatskiy,0,RU,1552708621,70,69.3,139.9,-6.96,2.95
547,Teknaf,0,BD,1552708623,72,20.86,92.31,79.62,8.55
548,Marawi,0,PH,1552707977,78,8.0,124.29,81.0,7.0
549,Neyshabur,0,IR,1552708625,92,36.21,58.79,43.62,6.76
550,Zhicheng,0,CN,1552708626,29,35.04,112.59,65.76,3.96
551,Hamilton,90,CA,1552708404,100,43.26,-79.87,37.99,10.29
552,Sambava,64,MG,1552708629,100,-14.27,50.17,78.36,10.89
